#
#
# Path to files: /nfs/atlas-data07/lvalery/VLQFiles/MBJ-2.4.28-2/
# Date: 2017_04_06_2010
# Histogram used to normalize: cut_flow
#
#
302487. 245842.3173828125 1.16
302488. 490017.94921875 0.455
302489. 484185.9248046875 0.295
302490. 494182.3857421875 0.195
302491. 495852.8046875 0.132
302492. 494990.0078125 0.09
302493. 499104.9228515625 0.0624
302494. 490849.9375 0.0438
302495. 492518.640625 0.0311
302496. 487515.7763671875 0.0223
302497. 496758.58984375 0.0161
302498. 487517.734375 0.0117
302499. 245842.1728515625 0.00634
302500. 245840.0791015625 0.0035
308303. 245842.57421875 0.00197
308304. 246703.82763671875 0.00112
410000. 49203548.14746094 451.65753173828125
407009. 6.794689918868244 19.068283081054688
407010. 1.3427368020638824 2.665728807449341
407011. 0.33875204436481 0.47023242712020874
407012. 2.6861119866371155 7.669803619384766
363331. 13352568.372070312 15821.5810546875
363332. 3531224.2587890625 2683.444091796875
363333. 3702832.9116210938 908.7882690429688
363334. 2060822.904296875 375.7590637207031
363335. 2343893.8857421875 144.56248474121094
363336. 2575206.6694335938 49.09931564331055
363337. 2158280.3955078125 50.17008972167969
363338. 2654625.6904296875 22.56045150756836
363339. 2806772.154296875 8.60786247253418
363340. 629860.8818359375 3.450556516647339
363341. 394078.537109375 1.6882507801055908
363342. 814347.9365234375 0.7112568616867065
363343. 338552.1796875 0.2098757028579712
363344. 4856.1767578125 0.10879317671060562
363345. 228338.173828125 0.04800501465797424
363346. 142936.857421875 0.03988184407353401
363347. 86294.765625 0.019273588433861732
363348. 91953.3515625 0.009457933716475964
363349. 6203.69970703125 0.0048685031943023205
363350. 8650.353515625 0.0025099439080804586
363351. 5031.11865234375 0.0012365450384095311
363352. 4941.162109375 1.4246217688196339e-05
363353. 6610.541015625 8.70885924086906e-06
363354. 6680.56787109375 5.144307579030283e-06
363436. 13335906.68359375 15795.77734375
363437. 3523657.142578125 2674.39599609375
363438. 3685851.271484375 907.072998046875
363439. 2058567.6650390625 377.7438049316406
363440. 2355302.3486328125 145.12046813964844
363441. 2569195.2055664062 49.80458450317383
363442. 2157376.8774414062 50.120323181152344
363443. 2674577.68359375 22.62144660949707
363444. 2873299.51171875 8.643104553222656
363445. 690884.77734375 3.691512107849121
363446. 784307.2109375 1.688552737236023
363447. 833250.9565429688 0.7309600710868835
363448. 343921.4833984375 0.2133161872625351
363449. 251160.25146484375 0.10713213682174683
363450. 242706.7744140625 0.0504908487200737
363451. 140447.7724609375 0.03710983693599701
363452. 85956.6953125 0.018194260075688362
363453. 88762.271484375 0.009431514889001846
363454. 7194.09912109375 0.004788483493030071
363455. 9021.681640625 0.0024951992090791464
363456. 9018.146484375 0.0012844942975789309
363457. 3794.7001953125 1.2349147255008575e-05
363458. 7511.0771484375 9.810974006541073e-06
363459. 6476.04052734375 5.315172074915608e-06
363460. 13361724.594238281 15813.8720703125
363461. 3535412.24609375 2685.5859375
363462. 3726655.84375 912.1703491210938
363463. 2044737.7788085938 376.4267272949219
363464. 2349836.953125 146.37759399414062
363465. 2579516.912109375 49.54956817626953
363466. 2155387.123046875 50.21403121948242
363467. 2651280.255859375 22.593273162841797
363468. 2862617.130859375 8.65998649597168
363469. 629708.55859375 3.4382832050323486
363470. 787102.9418945312 1.6957980394363403
363471. 885750.5849609375 0.7329703569412231
363472. 330501.1123046875 0.2115132212638855
363473. 254530.853515625 0.10723116248846054
363474. 270691.0078125 0.05103478953242302
363475. 140616.828125 0.03696483373641968
363476. 83880.5947265625 0.01902102306485176
363477. 90926.97998046875 0.009487535804510117
363478. 6020.5771484375 0.004645472392439842
363479. 8377.611328125 0.0024439289700239897
363480. 9266.4755859375 0.0013071057619526982
363481. 4387.330078125 1.2973576303920709e-05
363482. 5610.55029296875 2.3635575416847132e-06
363483. 7238.8056640625 3.706095640154672e-06
363102. 568617.7822265625 46.75044631958008
363103. 248356.0263671875 14.029662132263184
363104. 553895.9047851562 8.832529067993164
363105. 276637.8779296875 6.733460903167725
363106. 157830.654296875 2.413400173187256
363107. 138918.3291015625 1.5555106401443481
363108. 314779.203125 0.4868212938308716
363109. 220779.1904296875 0.19683270156383514
363110. 241655.6484375 0.12432406842708588
363111. 204206.12744140625 0.030085250735282898
363112. 160372.9423828125 0.013208696618676186
363113. 88338.115234375 0.008161616511642933
363114. 36272.3994140625 0.005387002602219582
363115. 24828.453125 0.0023950492031872272
363116. 12250.04296875 0.0014739566249772906
363117. 21413.4375 0.0006955612916499376
363118. 16483.1015625 0.00031769188353791833
363119. 17173.48828125 0.0001448155235266313
363120. 11557.376953125 2.4158846372301923e-06
363121. 2260.160888671875 1.2849850463680923e-06
363361. 1331680.21875 1643.9312744140625
363362. 68774.2275390625 240.9738311767578
363363. 426314.8681640625 140.47372436523438
363364. 1996938.7119140625 1642.5042724609375
363365. 1166712.462890625 240.07130432128906
363366. 1059917.9072265625 142.62109375
363367. 573008.9892578125 46.63909912109375
363368. 400451.8818359375 14.012306213378906
363369. 544818.9125976562 8.905433654785156
363370. 436194.419921875 6.776465892791748
363371. 509351.0771484375 2.408036231994629
363372. 675897.8359375 1.557671070098877
363373. 316885.5400390625 0.4816550314426422
363374. 222811.12890625 0.19525131583213806
363375. 191888.14379882812 0.12358219176530838
363376. 204434.58447265625 0.030239151790738106
363377. 156666.2060546875 0.012968352995812893
363378. 4453.96826171875 0.007656346075236797
363379. 36106.0068359375 0.005363901145756245
363380. 24383.119140625 0.002371234120801091
363381. 25852.837890625 0.0014954921789467335
363382. 22606.103515625 0.000690781744197011
363383. 16748.3095703125 0.00031896113068796694
363384. 17857.525390625 0.00018467355403117836
363385. 12376.0888671875 2.4514663437003037e-06
363386. 8459.5908203125 1.379897526021523e-06
363387. 7628.08349609375 6.692482656944776e-07
363388. 1987561.12109375 1641.4222412109375
363389. 1171867.3984375 241.38536071777344
363390. 1056685.619140625 140.5538330078125
363391. 577404.6611328125 46.788475036621094
363392. 403910.14453125 14.05205249786377
363393. 558702.1743164062 8.863624572753906
363394. 442001.67529296875 6.789837837219238
363395. 508772.73779296875 2.4267168045043945
363396. 685445.7163085938 1.559177041053772
363397. 316944.380859375 0.4871695637702942
363398. 206209.04541015625 0.1983141005039215
363399. 245682.216796875 0.12298473715782166
363400. 206795.5693359375 0.028754591941833496
363401. 160690.88427734375 0.012934738770127296
363402. 4470.5908203125 0.00796885322779417
363403. 36565.1474609375 0.005414798390120268
363404. 24874.841796875 0.0024011193308979273
363405. 27663.0322265625 0.0014951929915696383
363406. 3403.922119140625 0.0006978366291150451
363407. 4864.79345703125 0.00033279223134741187
363408. 18035.94921875 0.00018944345356430858
363409. 11539.048828125 2.5245271899621002e-06
363410. 7322.875 1.2180186104160384e-06
363411. 7142.876953125 6.985596314734721e-07
363412. 5268323.306640625 8849.7333984375
363413. 2898495.884765625 1261.784912109375
363414. 2613299.109375 777.8795776367188
363415. 1376733.3701171875 262.0830993652344
363416. 1014533.8447265625 78.65830993652344
363417. 1255818.2817382812 48.99166488647461
363418. 1067306.1552734375 37.87595748901367
363419. 1231546.6142578125 14.583187103271484
363420. 1351109.013671875 8.77496337890625
363421. 944856.07421875 2.6963229179382324
363422. 747113.072265625 1.0673877000808716
363423. 814502.5751953125 0.7034474611282349
363424. 709625.90234375 0.16776643693447113
363425. 475017.6171875 0.07038785517215729
363426. 525920.48046875 0.04437091201543808
363427. 102149.38427734375 0.027708297595381737
363428. 81480.5029296875 0.012962684035301208
363429. 89477.287109375 0.007852999493479729
363430. 73171.345703125 0.003623552154749632
363431. 42247.5703125 0.0017112313071265817
363432. 44797.3984375 0.00103682279586792
363433. 26570.2080078125 1.0433827810629737e-05
363434. 22127.46875 6.627609764109366e-06
363435. 3790.829833984375 4.159852778684581e-06
410011. 0.21813431481132284 44.150146484375
410012. 0.12870798926451243 26.275514602661133
410013. 4985852.6005859375 35.84548568725586
410014. 4985716.166015625 35.824405670166016
410025. 0.0020476674908422865 2.061138153076172
