#
#
# Path to files: /nfs/at3/scratch2/farooque/MBJOutputs/tag-21.2.67-htztx-0-MV2/
# Date: 2019_06_26_0954
# Histogram used to normalize: cut_flow
#
#
410470.mc16e 145412966854.54956 452.3464774336864
407342.mc16e 6274837772.417114 0.5095361759984895
407343.mc16e 9450622306.472534 2.95832079199123
407344.mc16e 11953651623.202637 21.32715815993678
364170.mc16e 27911952.372652557 15324.216355601999
364171.mc16e 9510771.698904678 2428.4862755999998
364172.mc16e 17769161.503225517 832.2037582319999
364173.mc16e 9012384.3730582 618.6973679686799
364174.mc16e 6278065.924517472 224.00317771524
364175.mc16e 10475356.668251544 94.88757384414
364176.mc16e 10421583.266111895 197.307201861
364177.mc16e 8774410.228345897 94.962584178
364178.mc16e 30839939.30180664 35.910950977439995
364179.mc16e 7262765.666412178 38.34053260883999
364180.mc16e 4669541.174297653 22.364320275989996
364181.mc16e 1184085.1062695235 9.586344844692
364182.mc16e 9989635.619478885 14.598599399999998
364183.mc16e 6857553.787731737 1.1976148800000002
364156.mc16e 27891406.310241155 15317.8576551
364157.mc16e 9507825.300200136 2435.729944032
364158.mc16e 17513474.888650086 828.8801421516
364159.mc16e 9077204.48951067 618.5647247472
364160.mc16e 6028051.801757202 223.35841325951998
364161.mc16e 13434928.073148537 77.479415244
364162.mc16e 10439801.157056242 197.79329214413997
364163.mc16e 15918364.786062699 96.4494137376
364164.mc16e 30795290.648886975 36.345256660943996
364165.mc16e 7277819.755885538 38.299835163744
364166.mc16e 4674171.1153828595 22.395646627199998
364167.mc16e 4780092.0348148 8.768196432072
364168.mc16e 9991646.084691226 14.558821199999999
364169.mc16e 6828577.429056138 1.19800296
364184.mc16e 27945045.927947737 15324.88733622
364185.mc16e 9527616.104189437 2446.723619802
364186.mc16e 17644560.75967602 837.6280998624
364187.mc16e 9111352.668959629 619.44787491048
364188.mc16e 6248831.814641442 222.59530293461998
364189.mc16e 10099506.171325658 95.34031806222
364190.mc16e 20668245.913758177 197.35804480392
364191.mc16e 13223272.618391313 93.89560207103999
364192.mc16e 30910708.37501145 34.82262388836
364193.mc16e 10921667.928664856 39.281122066032
364194.mc16e 7017716.721964937 22.25461612374
364195.mc16e 4773563.571976438 9.490847272829999
364196.mc16e 10027886.219541289 14.603450399999998
364197.mc16e 6818924.821220279 1.1973238199999998
364114.mc16e 2216048.4372190046 1587.0215945528
364115.mc16e 4772097.831127534 219.99581160900001
364116.mc16e 6830130.162783677 127.08321503919997
364117.mc16e 3638099.621086968 74.90028453263999
364118.mc16e 1208443.7459066021 20.3159891025
364119.mc16e 3471145.110198728 12.738808005420001
364120.mc16e 5011356.113882409 24.419835672925
364121.mc16e 3323981.519727367 9.236812813011
364122.mc16e 14437641.448529854 6.081007354100001
364123.mc16e 2951583.7821916887 4.7969474232267
364124.mc16e 1593508.8808104508 2.249655316216
364125.mc16e 3083921.571990045 1.4944508339145
364126.mc16e 4930255.9358734265 1.7641509199999998
364127.mc16e 1697923.5854374766 0.14504612500000003
364100.mc16e 8936223.697491638 1588.4963084899998
364102.mc16e 6782546.481498048 127.3100652285
364103.mc16e 3615557.06480464 73.42295186688
364104.mc16e 1192954.520856347 20.897287166699996
364106.mc16e 4929117.991469355 23.303793402540002
364107.mc16e 3324229.03917229 9.143665195889
364108.mc16e 14367137.174127037 6.05591861616
364109.mc16e 2865543.427064053 4.657367095488799
364110.mc16e 1531850.9662022581 2.2148275320268995
364111.mc16e 3121481.584973544 1.4697257097894
364112.mc16e 5078116.864055352 1.7425036999999999
364113.mc16e 1622696.6512544751 0.14392476
364128.mc16e 8932067.905398387 1612.6789640079999
364129.mc16e 4771039.621597946 219.63438591850002
364130.mc16e 6843571.4422156215 127.10315612673
364131.mc16e 3656688.4501650333 74.73901859424001
364132.mc16e 1209846.3939533927 20.5294394676
364133.mc16e 3476879.5616393005 11.966186954862
364134.mc16e 4966303.561057217 24.59183946128
364135.mc16e 3329676.0495885755 9.303012849312
364136.mc16e 5756186.477358049 6.171084868872
364137.mc16e 2858152.852915926 4.764891832735999
364138.mc16e 1532853.8918604166 2.2360613145023995
364139.mc16e 3119964.18503478 1.491237143214
364140.mc16e 4922786.759697786 1.76278578
364141.mc16e 1697854.8654967546 0.144568326
410658.mc16e 306995965.1772995 44.154726000000004
410659.mc16e 184202839.55086434 26.275157500000002
410646.mc16e 315046579.55454636 35.84952
410647.mc16e 313730034.05451584 35.8467585
410644.mc16e 6699455.012125969 2.061459
410645.mc16e 4207585.823101759 1.2885655799999998
410155.mc16e 6601725.5496377945 0.60084912
410156.mc16e 310260.3004670441 0.1721166
410157.mc16e 1895730.984977007 0.5863131
410218.mc16e 79922.39313930273 0.04128880000000001
410219.mc16e 80098.10679871589 0.04129216
410220.mc16e 35092.02892035991 0.0409416
410276.mc16e 8518.29944318533 0.0204176
410277.mc16e 8509.097548354417 0.020410880000000003
410278.mc16e 885.35045897495 0.00219184
363355.mc16e 5795084.355500013 4.3079415999999995
363356.mc16e 5798104.492057384 2.20355112
363357.mc16e 928257.3438840844 6.7951
363358.mc16e 421818.674469801 3.4328000000000003
363359.mc16e 1784626.7644427395 24.708000000000002
363360.mc16e 1787130.816855038 24.724
363489.mc16e 1873760.204523365 11.42
